Date,BALTIC STATES IMI
2023-09-01,1000.7339478657689
2023-09-04,1005.0626920586917
2023-09-05,999.9550655293488
2023-09-06,1003.9992917337676
2023-09-07,1009.3195791665324
2023-09-08,1009.1244068611638
2023-09-11,1010.2393521044173
2023-09-12,996.4432582663832
2023-09-13,991.0427130511177
2023-09-14,979.1625345231012
2023-09-15,988.8212747427481
2023-09-18,983.0543364617838
2023-09-19,981.8127129241142
2023-09-20,991.7887092298967
2023-09-21,985.5218922415986
2023-09-22,984.0759046704885
2023-09-25,974.4951373573014
2023-09-26,976.0361961973979
2023-09-27,983.6256915185031
2023-09-28,984.7457379123156
2023-09-29,989.4096807887311
2023-10-02,981.8414437058389
2023-10-03,977.5484242633847
2023-10-04,976.6897437658688
2023-10-05,979.6050281628692
2023-10-06,975.830923470408
2023-10-09,969.0853635458235
2023-10-10,970.3588619587636
2023-10-11,976.9960145646471
2023-10-12,973.3953013120693
2023-10-13,966.9384611769301
2023-10-16,967.8224715924467
2023-10-17,969.7419331085638
2023-10-18,966.3720985651942
2023-10-19,970.9664977908031
2023-10-20,970.6701679939699
2023-10-23,972.3295206982718
2023-10-24,972.3503403044523
2023-10-25,969.9174981756859
2023-10-26,963.5817214737199
2023-10-27,967.7647677701378
2023-10-30,969.1154203485045
2023-10-31,961.1756901126348
2023-11-01,955.697754627634
2023-11-02,964.3327425807465
2023-11-03,973.4313788199919
2023-11-06,984.3308871700083
2023-11-07,978.4118730067537
2023-11-08,980.2993609669534
2023-11-09,982.19829998956
2023-11-10,976.5644140807491
2023-11-13,976.3165076012533
2023-11-14,989.5609879856466
2023-11-15,990.9968717817352
2023-11-16,994.7568588796798
2023-11-17,995.3621741087617
2023-11-20,994.5764448211927
2023-11-21,989.21047518645
2023-11-22,984.996312483846
2023-11-23,989.7842211104775
2023-11-24,998.5054638979278
2023-11-27,997.7897712875525
2023-11-28,997.0487817797581
2023-11-29,999.0644400737535
2023-11-30,995.3533781153864
2023-12-01,987.6251760704904
2023-12-04,978.7279809657732
2023-12-05,972.6608230553827
2023-12-06,974.0746973849283
2023-12-07,972.2520907519706
2023-12-08,971.3428292982636
2023-12-11,975.5304884763606
2023-12-12,983.9467176344298
2023-12-13,985.6160451883428
2023-12-14,1008.4209593628136
2023-12-15,1000.6072306459228
2023-12-18,1002.0313708809674
2023-12-19,1008.4207768170814
2023-12-20,1002.2229821298698
2023-12-21,1004.2092913228654
2023-12-22,1007.2271641855349
2023-12-25,1007.2271641855349
2023-12-26,1008.5076345872238
2023-12-27,1014.0217120028425
2023-12-28,1014.9248593827133
2023-12-29,1010.3184451008306
2024-01-01,1010.3184451008308
2024-01-02,1002.2989057189812
2024-01-03,1012.0021050555822
2024-01-04,1024.8734542124403
2024-01-05,1026.0227568454477
2024-01-08,1023.662296197971
2024-01-09,1022.3093405922737
2024-01-10,1023.2591505736522
2024-01-11,1020.8757391927124
2024-01-12,1023.5759361314919
2024-01-15,1020.5451360399836
2024-01-16,1014.4744459687175
2024-01-17,1006.4241708153432
2024-01-18,1007.3760913123986
2024-01-19,1010.5767957875483
2024-01-22,1003.0714116744008
2024-01-23,996.054101331993
2024-01-24,994.4206027793125
2024-01-25,990.96279235499
2024-01-26,994.6452564646719
2024-01-29,989.0845171744359
2024-01-30,991.626009430564
2024-01-31,997.3246665042832
2024-02-01,996.6509376921181
2024-02-02,993.7878782887353
2024-02-05,986.7841797379698
2024-02-06,993.3337501105804
2024-02-07,995.4881750150179
2024-02-08,992.7122718403385
2024-02-09,993.1949693328461
2024-02-12,989.9945200361233
2024-02-13,981.659281385806
2024-02-14,980.1863464935494
2024-02-15,981.5358178260338
2024-02-16,985.1242134667059
2024-02-19,982.6598840065834
2024-02-20,987.2875382995561
2024-02-21,985.3754580556993
2024-02-22,988.9844378672163
2024-02-23,990.0865156022982
2024-02-26,991.9893281551994
2024-02-27,990.6139626479038
2024-02-28,995.2585386795893
2024-02-29,983.8556124361894
2024-03-01,984.9455348541272
2024-03-04,986.5843594525502
2024-03-05,993.9082637866543
2024-03-06,997.2127853235683
2024-03-07,998.7763962691862
2024-03-08,1002.2043940492582
2024-03-11,999.2278901189992
2024-03-12,995.8788955683007
2024-03-13,995.2727872620338
2024-03-14,989.1589644112827
2024-03-15,990.3927971117286
2024-03-18,989.1814384372678
2024-03-19,987.0759100552843
2024-03-20,986.4070945577797
2024-03-21,992.1486014936002
2024-03-22,984.6314894357246
2024-03-25,983.8428599109913
2024-03-26,982.332948687599
2024-03-27,980.0457411706308
2024-03-28,978.9741975224526
2024-03-29,978.9741975224526
2024-04-01,973.9433578962954
2024-04-02,977.6044579303291
2024-04-03,981.8499646846697
2024-04-04,986.9460503043593
2024-04-05,985.2933239483687
2024-04-08,991.7871821104302
2024-04-09,994.6426854977527
2024-04-10,987.3251587757633
2024-04-11,979.8692471194648
2024-04-12,978.7762313653496
2024-04-15,974.6780367361315
2024-04-16,970.3351997547543
2024-04-17,974.8051319552661
2024-04-18,971.0047206424075
2024-04-19,971.4005980265813
2024-04-22,968.816217312337
2024-04-23,976.5331332269574
2024-04-24,977.1696223325382
2024-04-25,983.9813225559108
2024-04-26,981.3500495460991
2024-04-29,987.6251390683063
2024-04-30,985.4423122044467
2024-05-01,984.6128540973779
2024-05-02,986.5346142680817
2024-05-03,993.3292913117411
2024-05-06,994.2940152527282
2024-05-07,996.4688227392761
2024-05-08,994.3359959772957
2024-05-09,996.8335141773412
2024-05-10,996.8329263459985
2024-05-13,996.2171981201542
2024-05-14,997.9108505812873
2024-05-15,999.5301754415013
2024-05-16,994.1438878992927
2024-05-17,997.778940045767
2024-05-20,990.0299234760549
2024-05-21,990.6981327546314
2024-05-22,993.0172897024521
2024-05-23,993.340576022515
2024-05-24,996.4684977555672
2024-05-27,997.6573658755773
2024-05-28,1001.4720233970712
2024-05-29,994.2019640359887
2024-05-30,995.157799588403
2024-05-31,1004.9483508312234
2024-06-03,1007.4054510008075
2024-06-04,1007.1307139004696
2024-06-05,1009.9033332845256
2024-06-06,1026.2799064083943
2024-06-07,1021.6555498967017
2024-06-10,1008.0669258026377
2024-06-11,1005.9390125127105
2024-06-12,1017.1716181802972
2024-06-13,1006.3134967968577
2024-06-14,994.7738379259523
2024-06-17,989.4921403604244
2024-06-18,989.5970932723509
2024-06-19,981.5081311447825
2024-06-20,979.9100814688907
2024-06-21,982.2984870491496
2024-06-24,986.7124851186456
2024-06-25,981.6943859416727
2024-06-26,976.8882400137672
2024-06-27,980.7302098249859
2024-06-28,980.1552670126998
2024-07-01,979.1532477008273
2024-07-02,975.832675125648
2024-07-03,984.729599992035
2024-07-04,992.7007424612144
2024-07-05,996.9525758635641
2024-07-08,1003.6598879245477
2024-07-09,998.4376962467591
2024-07-10,997.233535258423
2024-07-11,1001.9842808789103
2024-07-12,1005.2270660230769
2024-07-15,1003.9356433710542
2024-07-16,1001.1806784935304
2024-07-17,1008.5447055455076
2024-07-18,1005.2984531943733
2024-07-19,1004.0550647563562
2024-07-22,1001.9770249200056
2024-07-23,997.5938443880881
2024-07-24,998.2822048604783
2024-07-25,993.8227495022049
2024-07-26,993.7930477723863
2024-07-29,986.3413776048584
2024-07-30,991.2144691422304
2024-07-31,995.4038951685469
2024-08-01,991.0189139588206
2024-08-02,999.7065370367842
2024-08-05,981.7408857188767
2024-08-06,986.5495740692687
2024-08-07,991.0387407548093
2024-08-08,984.8580829495784
2024-08-09,989.3679764243147
2024-08-12,989.1104281661356
2024-08-13,989.8084710122002
2024-08-14,995.7322878539384
2024-08-15,991.1779505786889
2024-08-16,989.9050420364673
2024-08-19,999.6996281888445
2024-08-20,1006.2564329936748
2024-08-21,1006.8295333610964
2024-08-22,1006.0121241309346
2024-08-23,1010.248308157104
