Date,TRINIDAD AND TOBAGO SMALL CAP
2014-06-02,1005.6284060997053
2014-06-03,1003.1697084535008
2014-06-04,1003.7511404505459
2014-06-05,988.0258641993585
2014-06-06,984.2868009268483
2014-06-09,987.6944765923874
2014-06-10,991.3121104332951
2014-06-11,994.9345325292803
2014-06-12,993.8086644543502
2014-06-13,991.9409688371246
2014-06-16,988.9477859348603
2014-06-17,990.913540108718
2014-06-18,988.9921514360407
2014-06-19,984.7157055098609
2014-06-20,988.8140029840835
2014-06-23,987.5773034769487
2014-06-24,986.5124222325543
2014-06-25,984.607364030544
2014-06-26,987.7953197329131
2014-06-27,984.1020855181572
2014-06-30,999.6606079062104
2014-07-01,1006.2455096003279
2014-07-02,1010.7181110260889
2014-07-03,1014.714514655154
2014-07-04,1016.258717095353
2014-07-07,1020.9304731217451
2014-07-08,1019.5806311564013
2014-07-09,1017.5998469677246
2014-07-10,1018.8806917773147
2014-07-11,1017.3070633740905
2014-07-14,1014.9692468945526
2014-07-15,1016.9108490350554
2014-07-16,1019.4652407359306
2014-07-17,1003.0827958546411
2014-07-18,1003.548500996788
2014-07-21,1001.8907043415578
2014-07-22,1005.8335450566202
2014-07-23,1006.1323777658133
2014-07-24,1005.7215285507483
2014-07-25,1011.8126263050098
2014-07-28,1011.3232641954833
2014-07-29,1012.1823241519771
2014-07-30,1014.6411891618765
2014-07-31,1014.5274401496383
2014-08-01,1010.2619786252795
2014-08-04,1011.7700916406272
2014-08-05,1016.6158347455607
2014-08-06,1022.105185487102
2014-08-07,1022.4879534103644
2014-08-08,1016.8588826742564
2014-08-11,1017.7979835609929
2014-08-12,1018.9667123300118
2014-08-13,1017.2151907588008
2014-08-14,1018.0574223168159
2014-08-15,1016.3765219935406
2014-08-18,1019.3605535524065
2014-08-19,1022.7663306102247
2014-08-20,1068.3250737011906
2014-08-21,1069.0149446704877
2014-08-22,1073.3373797337736
2014-08-25,1076.0210281431546
2014-08-26,1073.5558775887455
2014-08-27,1073.596533344164
2014-08-28,1078.1460157288916
2014-08-29,1077.1238212921448
2014-09-01,1079.9935277506381
2014-09-02,1081.1868907647274
2014-09-03,1079.952424286214
2014-09-04,1094.341248585074
2014-09-05,1096.9243309611795
2014-09-08,1095.2410496449431
2014-09-09,1097.2632162942728
2014-09-10,1097.9544560312424
2014-09-11,1095.8758002725863
2014-09-12,1096.1040064054314
2014-09-15,1096.0961806750972
2014-09-16,1095.7574219559392
2014-09-17,1094.3545090945313
2014-09-18,1097.5822282792865
2014-09-19,1104.635711225632
2014-09-22,1101.8054298566308
2014-09-23,1098.3710686823486
2014-09-24,1104.0106301428093
2014-09-25,1108.5057762226154
2014-09-26,1110.770621045062
2014-09-29,1115.5840422649003
2014-09-30,1121.454701542509
2014-10-01,1123.7234128849052
2014-10-02,1118.4319172790297
2014-10-03,1132.1935060560775
2014-10-06,1127.0583417868415
2014-10-07,1121.2185440124256
2014-10-08,1117.1558934276386
2014-10-09,1108.0086011766118
2014-10-10,1115.59950439234
2014-10-13,1107.5438889823492
2014-10-14,1103.3656462314495
2014-10-15,1091.0458501927778
2014-10-16,1087.1611249626046
2014-10-17,1090.009312551142
2014-10-20,1093.099350783185
2014-10-21,1097.4787896370237
2014-10-22,1100.7021723974563
2014-10-23,1103.1210504418477
2014-10-24,1104.0186207605007
2014-10-27,1100.5367962937378
2014-10-28,1094.8442093167848
2014-10-29,1093.2541129765502
2014-10-30,1105.4247441628866
2014-10-31,1110.3388352670363
2014-11-03,1114.2965490857218
2014-11-04,1111.01149489949
2014-11-05,1136.2184387558082
2014-11-06,1140.969241539172
2014-11-07,1143.1273018760492
2014-11-10,1142.9936923171667
2014-11-11,1144.557358093483
2014-11-12,1142.4245586875004
2014-11-13,1138.134611749688
2014-11-14,1137.9296542822678
2014-11-17,1140.336308219102
2014-11-18,1134.405735726353
2014-11-19,1134.9884441234467
2014-11-20,1133.2697411984066
2014-11-21,1145.5154279466103
2014-11-24,1143.0982943802453
2014-11-25,1138.6121451331483
2014-11-26,1133.023729050197
2014-11-27,1138.5009927462763
2014-11-28,1140.9415720003674
2014-12-01,1139.6222986990747
2014-12-02,1143.804539208893
2014-12-03,1150.3004487915075
2014-12-04,1142.289951611122
2014-12-05,1152.6976705834006
2014-12-08,1155.8154123686963
2014-12-09,1142.374808405237
2014-12-10,1141.5735265658254
2014-12-11,1145.9230596786829
2014-12-12,1140.0253555112079
2014-12-15,1146.989632447692
2014-12-16,1145.2319049382684
2014-12-17,1155.8577203457394
2014-12-18,1199.3691618679786
2014-12-19,1202.030626021665
2014-12-22,1203.699254754002
2014-12-23,1208.3835521457272
2014-12-24,1208.5424778325876
2014-12-25,1208.5424778325876
2014-12-26,1209.9357129682903
2014-12-29,1227.1219592525574
2014-12-30,1230.8493818782736
2014-12-31,1235.767706878045
2015-01-01,1235.767706878045
2015-01-02,1242.1786212118323
2015-01-05,1255.86578015639
2015-01-06,1256.9781867765707
2015-01-07,1318.5610930735886
2015-01-08,1320.7475780130264
2015-01-09,1313.6490586335772
2015-01-12,1383.7862361680618
2015-01-13,1388.0733131633622
2015-01-14,1409.767466620869
2015-01-15,1434.0435930018984
2015-01-16,1492.3209618102394
2015-01-19,1484.7772825255943
2015-01-20,1492.3471126979005
2015-01-21,1491.5913135122157
2015-01-22,1510.534343468348
2015-01-23,1536.760087093845
2015-01-26,1578.9695640628906
2015-01-27,1557.37603848073
2015-01-28,1570.9412137619406
2015-01-29,1571.5488345616398
2015-01-30,1578.6131747244292
2015-02-02,1567.2014550391805
2015-02-03,1547.9898191908917
2015-02-04,1549.8716823708294
2015-02-05,1551.1620710681832
2015-02-06,1558.269809949699
2015-02-09,1564.421397052961
2015-02-10,1566.010133017824
2015-02-11,1568.005584841043
2015-02-12,1556.7373970430265
2015-02-13,1549.0385776958562
2015-02-16,1552.4305342949015
2015-02-17,1553.1795796443728
2015-02-18,1558.3060360309998
2015-02-19,1554.338618003266
2015-02-20,1557.3342505928222
2015-02-23,1558.9225458014228
2015-02-24,1561.3289270796733
2015-02-25,1557.1727269810995
2015-02-26,1575.08518233253
2015-02-27,1573.3767679009914
2015-03-02,1496.9211073140689
2015-03-03,1497.817544729952
2015-03-04,1506.4588498278392
2015-03-05,1514.8652741118967
2015-03-06,1536.4422162529809
2015-03-09,1538.238032566628
2015-03-10,1563.0592638629782
2015-03-11,1571.7421173800315
2015-03-12,1558.5956607070943
2015-03-13,1572.998375682021
2015-03-16,1569.0054455129375
2015-03-17,1524.1638235785758
2015-03-18,1514.7767235460803
2015-03-19,1493.273117541197
2015-03-20,1444.0009909718756
2015-03-23,1426.0396063347887
2015-03-24,1430.942356018424
2015-03-25,1418.6521934422883
2015-03-26,1425.0557602317351
2015-03-27,1427.5624435178784
2015-03-30,1432.2036187597175
2015-03-31,1444.2053250621734
2015-04-01,1441.7889190525882
2015-04-02,1432.7693419937686
2015-04-03,1432.7693419937686
2015-04-06,1406.2627051316128
2015-04-07,1428.6634645798667
2015-04-08,1437.7982261103318
2015-04-09,1454.839380871432
