Date,MSCI France 40 Index
2006-07-13,836.3284738928613
2023-02-08,1913.621194519785
2023-02-09,1930.451298073666
2023-02-10,1915.3594555511438
2023-02-13,1936.8425364827322
2023-02-14,1938.0789725248133
2023-02-15,1960.8327825522547
2023-02-16,1978.2251342963466
2023-02-17,1972.9727775731483
2023-02-20,1969.719625418742
2023-02-21,1963.4244582714016
2023-02-22,1960.3124049481803
2023-02-23,1963.2066449964695
2023-02-24,1928.9173862372181
2023-02-27,1957.504811763971
2023-02-28,1949.249099243719
2023-03-01,1939.2781664144866
2023-03-02,1952.607843051754
2023-03-03,1968.4398865476617
2023-03-06,1975.4414153280406
2023-03-07,1966.3296554170315
2023-03-08,1962.262052219138
2023-03-09,1961.0945732193836
2023-03-10,1936.6861335986032
2023-03-13,1881.1973607149187
2023-03-14,1916.2283894199459
2023-03-15,1848.8693524820317
2023-03-16,1887.6566369290174
2023-03-17,1861.649892454059
2023-03-20,1885.021666512718
2023-03-21,1911.2422067677219
2023-03-22,1918.5504284316648
2023-03-23,1920.7914328573056
2023-03-24,1888.1634872963516
2023-03-27,1904.5764846079041
2023-03-28,1907.1663059189514
2023-03-29,1933.6070511020764
2023-03-30,1954.0754341543293
2023-03-31,1969.14732311253
2023-04-03,1975.3714502811983
2023-04-04,1975.9424499692475
2023-04-05,1971.4223455838237
2023-04-06,1972.7106040953126
2023-04-07,1972.7106040953126
2023-04-10,1972.7106040953133
2023-04-11,1988.9444446253951
2023-04-12,1990.320107906818
2023-04-13,2013.9869887273942
2023-04-14,2023.2583999751052
2023-04-17,2018.3224825827365
2023-04-18,2027.228640262068
2023-04-19,2031.7845322873022
2023-04-20,2031.800232185111
2023-04-21,2042.7913489934913
2023-04-24,2045.0973685419847
2023-04-25,2037.8991977210594
2023-04-26,2021.4576120109316
2023-04-27,2026.0520838945633
2023-04-28,2029.3888268572955
2023-05-01,2029.388826857295
2023-05-02,2001.310290504197
2023-05-03,2009.1632531365972
2023-05-04,1992.4713818588962
2023-05-05,2016.0235003248279
2023-05-08,2020.959187486023
2023-05-09,2012.1355095974832
2023-05-10,2001.6852549309688
2023-05-11,2007.748091714896
2023-05-12,2017.0235399786593
2023-05-15,2019.3727985407277
2023-05-16,2017.173306435674
2023-05-17,2015.7202002255638
2023-05-18,2027.6949903353984
2023-05-19,2039.642098004811
2023-05-22,2041.477194741107
2023-05-23,2013.5747122219916
2023-05-24,1981.279673578169
2023-05-25,1975.001978785904
2023-05-26,1999.4200401655064
2023-05-29,1995.2600373877683
2023-05-30,1976.519676110882
2023-05-31,1947.8322415052792
2023-06-01,1958.257352073582
2023-06-02,1994.3130530870021
2023-06-05,1975.3861865367567
2023-06-06,1978.1807838241295
2023-06-07,1976.2170845027458
2023-06-08,1980.9084852720362
2023-06-09,1978.9438936999345
2023-06-12,1990.4327174224352
2023-06-13,2000.7437517441995
2023-06-14,2010.4384000404118
2023-06-15,1999.8800728021563
2023-06-16,2026.9306386142496
2023-06-19,2005.0521756812368
2023-06-20,2000.8183997155354
2023-06-21,1992.544822586366
2023-06-22,1977.7902610046087
2023-06-23,1966.2254292745731
2023-06-26,1971.8100834260501
2023-06-27,1979.6347888365735
2023-06-28,1999.332035072791
2023-06-29,2004.819367993024
2023-06-30,2028.7165564273282
2023-07-03,2024.6255800660642
2023-07-04,2020.1887576822471
2023-07-05,2004.2179400402003
2023-07-06,1941.319505761427
2023-07-07,1948.380188876551
2023-07-10,1957.227375421969
2023-07-11,1978.3847250771216
2023-07-12,2008.890328053266
2023-07-13,2019.2916215422101
2023-07-14,2021.6603047655158
2023-07-17,1998.0936855683972
2023-07-18,2005.7196132516112
2023-07-19,2007.5822924919776
2023-07-20,2023.2475088783433
2023-07-21,2038.238349028152
2023-07-24,2035.4854640779342
2023-07-25,2031.8322973986412
2023-07-26,2001.984881170295
2023-07-27,2042.0082214723334
2023-07-28,2043.7381857325693
2023-07-31,2049.6015043739812
2023-08-01,2024.4294927323454
2023-08-02,1999.1183518079265
2023-08-03,1984.716386313731
2023-08-04,1999.463346311246
2023-08-07,2000.9480802863725
2023-08-08,1987.6816853943178
2023-08-09,2002.5747041537275
2023-08-10,2034.0458692317154
2023-08-11,2009.3660250278945
2023-08-14,2011.6537990650918
2023-08-15,1989.8852638939957
2023-08-16,1987.5005336135318
2023-08-17,1968.3338669528355
2023-08-18,1960.5995972158064
2023-08-21,1969.3865459807373
2023-08-22,1981.1246230534766
2023-08-23,1983.2677674200047
2023-08-24,1974.6282891429962
2023-08-25,1978.410072538332
2023-08-28,2004.4581656650623
2023-08-29,2017.530459364672
2023-08-30,2015.1149634014878
2023-08-31,2001.4575542444068
2023-09-01,1996.6734811476535
2023-09-04,1991.8494249028654
2023-09-05,1983.685711977122
2023-09-06,1966.0500548507043
2023-09-07,1966.51353445248
2023-09-08,1979.3854055594443
2023-09-11,1988.3553022020508
2023-09-12,1979.128433321125
2023-09-13,1970.8450884884846
2023-09-14,1995.1492393087876
2023-09-15,2014.8550941020671
2023-09-18,1985.8254252678896
2023-09-19,1985.7424616087594
2023-09-20,1999.2308811196447
2023-09-21,1967.6810592645868
2023-09-22,1959.3872353091579
2023-09-25,1942.1481738437865
2023-09-26,1928.4036190286201
2023-09-27,1927.4249794981513
2023-09-28,1938.8733461467775
2023-09-29,1944.7971058559365
2023-10-02,1926.2872787014294
2023-10-03,1907.286472901777
2023-10-04,1908.2251478130308
2023-10-05,1908.996195391079
2023-10-06,1925.9846902437903
2023-10-09,1914.1831351714889
2023-10-10,1952.6352157909323
2023-10-11,1941.1283380072182
2023-10-12,1933.2235219856195
2023-10-13,1903.6801561457987
2023-10-16,1909.333108470598
2023-10-17,1911.1494188345227
2023-10-18,1893.6876826448772
2023-10-19,1883.8203852297306
2023-10-20,1855.469284726009
2023-10-23,1863.8935260408389
2023-10-24,1877.1643318635254
2023-10-25,1882.4588455086812
2023-10-26,1875.9749553436875
2023-10-27,1849.828524874795
2023-10-30,1858.9976520783578
2023-10-31,1874.427238768916
2023-11-01,1886.6672782826604
2023-11-02,1921.013388781364
2023-11-03,1916.745447464485
2023-11-06,1908.4095833541237
2023-11-07,1902.0372894268744
2023-11-08,1914.9445616818155
2023-11-09,1937.678889703909
2023-11-10,1917.838913116691
2023-11-13,1928.5031448732461
2023-11-14,1956.0858748030585
2023-11-15,1962.8757184078686
2023-11-16,1952.585593983908
2023-11-17,1970.562495777424
2023-11-20,1972.7837159060048
2023-11-21,1968.8167522948877
2023-11-22,1978.0183547397417
2023-11-23,1982.3359232821579
2023-11-24,1986.299092463758
2023-11-27,1978.4058981885446
2023-11-28,1973.5590064204348
2023-11-29,1976.0784119382804
2023-11-30,1987.424416622911
2023-12-01,1996.1721600488202
2023-12-04,1994.0645835083017
2023-12-05,2009.5471065254148
2023-12-06,2021.099062380578
2023-12-07,2018.9561987054806
2023-12-08,2046.299116142834
2023-12-11,2053.3612525459484
2023-12-12,2051.4963972485166
2023-12-13,2048.5877729502145
2023-12-14,2060.1753945768155
2023-12-15,2064.795331765263
2023-12-18,2056.5415246258403
2023-12-19,2059.049378304161
2023-12-20,2062.0075137494905
2023-12-21,2058.5985651079723
2023-12-22,2057.7297518258974
2023-12-25,2057.729751825898
2023-12-26,2057.729751825898
2023-12-27,2058.3124294314525
2023-12-28,2048.61933549901
2023-12-29,2050.93679627251
2024-01-01,2050.93679627251
2024-01-02,2048.486329337051
2024-01-03,2017.2046709003139
2024-01-04,2028.1786281745783
2024-01-05,2019.1362857991103
2024-01-08,2027.2299650782936
2024-01-09,2020.4713460334349
2024-01-10,2019.9170000732138
2024-01-11,2009.6339287749179
2024-01-12,2031.4593985582483
2024-01-15,2017.9650070119274
2024-01-16,2015.136144668986
2024-01-17,1993.2219805440648
2024-01-18,2016.0506213198057
2024-01-19,2008.233316131631
2024-01-22,2019.9350224724956
2024-01-23,2013.2920621069186
2024-01-24,2032.364237352315
2024-01-25,2034.9091050915297
2024-01-26,2084.790466666691
2024-01-29,2086.642533029202
2024-01-30,2094.866153673102
2024-01-31,2088.0490465504545
2024-02-01,2068.704802541338
2024-02-02,2068.878125253075
2024-02-05,2069.2931102274642
2024-02-06,2081.4061929794766
2024-02-07,2073.43553743156
2024-02-08,2087.9723860447434
2024-02-09,2081.6959035407385
2024-02-12,2093.372673853093
2024-02-13,2075.5233340355653
2024-02-14,2089.261152558425
2024-02-15,2104.3950528290165
2024-02-16,2111.3844248677583
2024-02-19,2111.9747801406434
2024-02-20,2120.271331820577
2024-02-21,2124.183559894713
2024-02-22,2151.0553433785262
2024-02-23,2165.277432568411
2024-02-26,2155.7253413512058
2024-02-27,2161.1222833138386
2024-02-28,2161.8747385436536
2024-02-29,2155.0815301512694
2024-03-01,2156.2270356731
2024-03-04,2161.601411669504
2024-03-05,2154.6264766243416
2024-03-06,2160.241323124082
2024-03-07,2177.5003004335745
2024-03-08,2181.221413661761
2024-03-11,2178.6573010781563
2024-03-12,2195.9949464085335
2024-03-13,2210.9082024777395
2024-03-14,2217.583423417769
2024-03-15,2215.331930658344
2024-03-18,2209.893127036045
2024-03-19,2222.6363045365547
2024-03-20,2212.9763154568727
2024-03-21,2217.8323150330757
2024-03-22,2209.158205220536
2024-03-25,2208.128186851272
2024-03-26,2218.7047999725232
2024-03-27,2224.426870723874
2024-03-28,2225.440129643004
2024-03-29,2225.440129643004
2024-04-01,2225.440129643005
2024-04-02,2205.204685433001
2024-04-03,2212.0001988247177
2024-04-04,2211.4345525978106
2024-04-05,2186.7227594181372
2024-04-08,2201.5731629242596
2024-04-09,2181.9034748572967
2024-04-10,2179.7358751386187
2024-04-11,2173.9681585524877
2024-04-12,2171.8079729761594
2024-04-15,2180.2818479165117
2024-04-16,2152.381273337991
2024-04-17,2166.495954994079
2024-04-18,2176.2976645249564
2024-04-19,2176.516752897783
2024-04-22,2184.2222538404867
2024-04-23,2205.384270648252
2024-04-24,2201.4120138219696
2024-04-25,2180.9075662876503
2024-04-26,2202.1003804911375
2024-04-29,2195.046931264344
2024-04-30,2183.458009362105
2024-05-01,2183.458009362105
2024-05-02,2170.1604140885956
2024-05-03,2183.194982653024
2024-05-06,2194.89583281967
2024-05-07,2217.787751084394
2024-05-08,2235.0125343673317
2024-05-09,2249.2761106718053
2024-05-10,2257.3922730538907
2024-05-13,2255.7275583866544
2024-05-14,2260.4323609083194
2024-05-15,2264.947239734073
2024-05-16,2251.3460634333283
2024-05-17,2245.760267206903
2024-05-20,2255.094709679277
2024-05-21,2245.7975213916975
2024-05-22,2233.396496174467
2024-05-23,2235.847767600607
2024-05-24,2232.8984265795116
2024-05-27,2243.3108955818757
2024-05-28,2225.573454907524
2024-05-29,2193.0032483536747
2024-05-30,2205.270336602397
2024-05-31,2209.962423206541
2024-06-03,2212.2673009324094
2024-06-04,2197.771997680674
2024-06-05,2217.964393555197
2024-06-06,2227.1893865465386
2024-06-07,2216.510770016238
2024-06-10,2186.3698127007438
2024-06-11,2157.614844754038
2024-06-12,2178.74407721283
2024-06-13,2136.441533565521
2024-06-14,2080.498419546814
2024-06-17,2098.834019160159
2024-06-18,2114.401834751352
2024-06-19,2099.698854892949
2024-06-20,2128.099719869891
2024-06-21,2116.4448959811953
2024-06-24,2137.5424943623243
2024-06-25,2125.3031519223036
2024-06-26,2110.161652414716
2024-06-27,2089.4812070329067
2024-06-28,2074.8922566522383
2024-07-01,2097.5041692944174
2024-07-02,2091.2497104870235
2024-07-03,2116.8917762202304
2024-07-04,2134.7321974064876
2024-07-05,2129.7635778803465
2024-07-08,2116.4927840399564
2024-07-09,2082.8260123928812
2024-07-10,2100.488223608826
2024-07-11,2115.7345014844573
2024-07-12,2143.3557489642726
2024-07-15,2116.2869922248487
2024-07-16,2101.667896225291
2024-07-17,2099.356878067558
2024-07-18,2102.388605924423
2024-07-19,2089.070173368816
2024-07-22,2113.322351780962
2024-07-23,2108.360992492398
2024-07-24,2083.8047835221664
2024-07-25,2063.8317401505547
2024-07-26,2092.0395816543937
2024-07-29,2072.483729613954
2024-07-30,2081.352704612895
2024-07-31,2097.104606046843
2024-08-01,2052.4029526098598
2024-08-02,2020.3290335520367
2024-08-05,1993.0404551959182
2024-08-06,1988.2998199923181
2024-08-07,2026.1207894697027
2024-08-08,2021.0702719712278
2024-08-09,2027.8586715137533
2024-08-12,2022.490078201139
2024-08-13,2030.0213720666104
2024-08-14,2046.1462211993442
2024-08-15,2070.5763409335937
2024-08-16,2078.460806383337
2024-08-19,2092.5259153737843
2024-08-20,2088.538278260814
2024-08-21,2099.3314880379007
2024-08-22,2099.7597840021886
2024-08-23,2114.047911726866
2024-08-26,2117.8044209455525
2024-08-27,2109.859601926429
2024-08-28,2113.436716045369
2024-08-29,2131.7047784438955
2024-08-30,2128.7712099822916
2024-09-02,2133.7056853046347
